Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
24-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,591.99,57562,1.2,None,Out of Stock,4.4,95
24-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1002.99,98268,-0.4,None,In Stock,4.3,27
24-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1018.59,101732,-2,None,In Stock,4.7,69
24-10-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1008.45,97646,-0.9,None,Out of Stock,4.8,91
25-10-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,336.55,28182,21.6,None,In Stock,4.2,199
25-10-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,808.24,78522,-1.2,None,In Stock,4.2,41
25-10-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,806.28,77726,-0.9,None,In Stock,4.9,31
25-10-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,799.67,79103,-0.1,None,In Stock,4.7,54
26-10-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,433.26,41708,-1,None,In Stock,4.9,181
26-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,506.91,42462,15.4,None,In Stock,4,26
26-10-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,595.03,59012,0.7,None,In Stock,4.9,101
27-10-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,433.88,43071,-1.1,None,In Stock,4.5,225
27-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,605.15,59467,-1,None,In Stock,4.5,109
27-10-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,979.42,94354,2,None,Out of Stock,4.3,72
27-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1010.02,97931,-1.1,None,In Stock,4.5,98
28-10-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,426.23,41606,0.6,None,In Stock,4.5,156
28-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,590.75,57351,1.4,None,In Stock,4.6,110
28-10-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,587.31,57602,2,None,In Stock,4.9,109
28-10-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,803.69,79005,-0.6,None,In Stock,4.3,63
28-10-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,809.06,78510,-1.3,None,In Stock,4.5,75
28-10-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1009.63,97165,-1.1,None,In Stock,4.4,85
29-10-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,431.07,42575,-0.5,None,In Stock,4.2,244
29-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1015.49,99559,-1.7,None,In Stock,4.7,39
29-10-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,981.21,95950,1.8,None,Low Stock,4.3,40
30-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,594.31,58604,0.8,None,In Stock,4.6,47
30-10-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,422.34,35560,29.5,None,Low Stock,4.2,85
30-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1014.52,99557,-1.6,None,In Stock,4.7,82
30-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,993.58,99125,0.5,None,In Stock,4.8,73
31-10-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,435.96,43342,-1.6,None,In Stock,4.8,136
31-10-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,436.42,43070,-1.7,None,Low Stock,4.8,253
31-10-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,990.98,95954,0.8,None,Low Stock,4.7,92
01-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,434.66,41914,-1.3,None,Low Stock,4.6,144
01-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,347.06,29583,19.1,None,Low Stock,3.9,165
01-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,589.04,58513,1.7,None,In Stock,4.6,124
01-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,609.61,60678,-1.8,None,In Stock,4.3,134
01-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,431.12,37357,28,None,In Stock,3.9,129
01-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,597.29,59290,0.3,None,Low Stock,4.8,71
01-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,483.88,41749,19.2,None,In Stock,4.3,73
01-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,786.11,77948,1.6,None,In Stock,4.3,112
01-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,783.26,75362,2,None,In Stock,4.5,42
01-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,785.33,78248,1.7,None,In Stock,4.6,56
01-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,799.58,79692,-0.1,None,In Stock,4.5,58
01-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,800.5,78332,-0.2,None,In Stock,4.7,68
01-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1001.23,96757,-0.2,None,Low Stock,4.7,80
02-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,437.17,42130,-1.9,None,In Stock,4.6,216
02-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,598.7,58890,0.1,None,In Stock,4.5,101
02-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1011.87,100154,-1.3,None,In Stock,4.3,139
03-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,432.19,42103,-0.7,None,In Stock,4.4,202
03-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,421.23,41945,1.8,None,In Stock,4.2,222
03-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,297.95,24956,30.5,None,Out of Stock,4.4,146
03-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,783.08,75611,2,None,In Stock,4.7,133
03-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,991.92,98245,0.7,None,In Stock,4.3,65
03-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1008.06,98479,-0.9,None,In Stock,4.8,72
03-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,994.67,95865,0.4,None,In Stock,4.8,122
03-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,993.15,99174,0.6,None,In Stock,4.7,56
04-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,298.43,25302,30.4,None,Low Stock,4.2,197
04-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,610.68,59321,-1.9,None,In Stock,4.6,80
04-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,654.7,56035,18.1,None,Out of Stock,4,119
04-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1003.99,98800,-0.5,None,In Stock,4.9,82
05-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,422.75,41642,1.5,None,In Stock,4.4,183
05-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,328.85,28074,23.3,None,Out of Stock,4.2,187
05-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,354.7,29595,17.3,None,In Stock,3.9,266
05-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,431.5,42306,-0.6,None,Out of Stock,4.5,177
05-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1015.53,100361,-1.7,None,In Stock,4.5,46
05-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1016.29,100195,-1.7,None,In Stock,4.7,74
05-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,794.78,68083,20.4,None,In Stock,4.1,105
05-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,820.82,70939,17.8,None,In Stock,4.1,56
06-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,420.47,40956,2,None,Out of Stock,4.8,199
06-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,420.47,41835,2,None,In Stock,4.6,95
06-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,601.99,59051,-0.5,None,In Stock,4.6,116
06-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,994.02,95738,0.5,None,Low Stock,4.3,151
06-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,827.54,70811,17.2,None,In Stock,3.9,128
06-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,981.6,95227,1.7,None,In Stock,4.4,64
07-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,348.69,29713,18.7,None,In Stock,4.1,238
07-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,606.04,59342,-1.2,None,In Stock,4.7,98
07-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,499.28,42537,16.6,None,In Stock,4.1,83
07-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,602.85,59123,-0.6,None,Low Stock,4.2,102
07-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1010.4,98461,-1.1,None,In Stock,4.3,104
07-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,999.18,99454,0,None,In Stock,4.7,107
08-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,588.56,57949,1.7,None,In Stock,4.9,120
08-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,609.51,59863,-1.8,None,In Stock,4.6,171
08-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,599.35,58405,-0.1,None,Out of Stock,4.2,101
08-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,798.89,77616,0,None,In Stock,4.6,180
08-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,799.64,78643,-0.1,None,In Stock,4.6,124
08-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,756.91,63942,24.2,None,In Stock,4.4,104
09-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,333.26,27939,22.3,None,Out of Stock,4.4,229
09-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,605.76,59256,-1.1,None,In Stock,4.3,156
09-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,808.32,79869,-1.2,None,Out of Stock,4.4,132
09-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,839.34,72637,16,None,In Stock,4.3,116
10-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,803.71,79321,-0.6,None,Low Stock,4.8,136
10-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,787.76,78647,1.4,None,Low Stock,4.8,148
10-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,813.97,68224,18.5,None,In Stock,4.3,160
11-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,315.7,27158,26.4,None,In Stock,4.4,262
11-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,598.46,59003,0.1,None,In Stock,4.8,108
11-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1012.93,100728,-1.4,None,In Stock,4.8,108
12-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,433.86,42207,-1.1,None,Out of Stock,4.5,315
12-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,333.26,28075,22.3,None,In Stock,4.3,129
12-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,810.96,80124,-1.5,None,In Stock,4.2,58
12-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,793.57,78161,0.7,None,In Stock,4.9,70
12-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,811.19,80299,-1.5,None,Low Stock,4.8,110
12-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,821.86,71061,17.7,None,In Stock,4.1,57
12-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,797.26,67059,20.2,None,Low Stock,3.9,124
12-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1014.67,100108,-1.6,None,In Stock,4.5,39
13-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,577.22,48516,27.8,None,In Stock,3.9,110
13-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,791.2,78780,1,None,Low Stock,4.6,143
13-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,992.66,96616,0.6,None,In Stock,4.6,106
13-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,814.16,68734,18.5,None,In Stock,4.4,76
13-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,724.54,62363,27.5,None,In Stock,3.8,125
14-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,802.85,78949,-0.5,None,Low Stock,4.6,201
14-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,786.79,76682,1.5,None,In Stock,4.8,111
14-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,789.41,67998,21,None,In Stock,3.9,102
15-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,318.8,26809,25.7,None,In Stock,4.4,339
15-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,331.31,27820,22.8,None,Low Stock,4.4,244
15-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,364.58,30933,15,None,Low Stock,4.3,219
15-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,423.44,42145,1.3,None,In Stock,4.6,190
15-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,596.02,57333,0.5,None,Out of Stock,4.3,99
15-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,806.98,79557,-1,None,In Stock,4.6,200
15-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,784.79,77701,1.8,None,Out of Stock,4.4,159
15-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,789.1,76311,1.2,None,In Stock,4.8,173
15-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,995.03,97673,0.4,None,In Stock,4.7,89
15-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,987.23,97154,1.2,None,In Stock,4.3,102
16-11-2020 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,422.7,41032,1.5,None,In Stock,4.4,223
16-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,710.18,60071,28.9,None,In Stock,4,116
17-11-2020 00:00,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1004.39,99738,-0.5,None,In Stock,4.3,93
17-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,609.98,60916,-1.8,None,In Stock,4.8,158
17-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,600.55,51730,24.8,None,Out of Stock,4,210
18-11-2020 00:00,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,702.73,58837,29.7,None,Out of Stock,4.2,102
18-11-2020 00:00,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,988.62,96166,1,None,In Stock,4.5,40
18-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,797.26,77447,0.2,None,In Stock,4.4,130
18-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,982.78,95121,1.6,None,In Stock,4.7,68
18-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1007.26,99624,-0.8,None,In Stock,4.4,89
18-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1008.54,97526,-1,None,In Stock,4.6,163
18-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,805.29,67733,19.4,None,In Stock,3.8,142
18-11-2020 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,980.09,97595,1.9,None,In Stock,4.6,115
19-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,444.11,38011,25.9,None,In Stock,4,50
19-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,592.22,57755,1.1,None,In Stock,4.3,152
19-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,608.5,60147,-1.6,None,In Stock,4.5,85
19-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,660.1,56955,17.4,None,Out of Stock,4.5,102
19-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,993.9,97037,0.5,None,In Stock,4.6,105
20-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,367.62,35996,14.3,Black Friday,In Stock,4.5,175
20-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,398.64,38605,7.1,Black Friday,In Stock,4.3,253
20-11-2020 00:00,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,918.33,90905,8.1,Black Friday,Out of Stock,4.4,100
20-11-2020 00:00,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,846.15,81655,15.3,Black Friday,In Stock,4.6,45
20-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,531.22,52941,11.3,Black Friday,In Stock,4.2,137
20-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,655.23,63475,18,Black Friday,In Stock,4.2,83
20-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,531.21,45140,33.5,Black Friday,In Stock,4.2,205
21-11-2020 00:00,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,787.86,78283,21.1,Black Friday,In Stock,4.9,88
21-11-2020 00:00,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,901.52,89982,9.8,Black Friday,In Stock,4.5,56
21-11-2020 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,407.79,34513,31.9,Black Friday,Out of Stock,4.1,221
21-11-2020 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,516.94,49976,13.7,Black Friday,Out of Stock,4.5,189
21-11-2020 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,700.77,69063,12.3,Black Friday,In Stock,4.4,213
21-11-2020 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,682.46,67537,14.6,Black Friday,In Stock,4.6,154
21-11-2020 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,844.5,82076,15.5,Black Friday,In Stock,4.7,147
22-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,381.97,36782,11,Black Friday,In Stock,4.4,139
22-11-2020 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,378.85,37189,11.7,Black Friday,In Stock,4.4,383
